name,salary,year
Jamal Crawford,"$5,225,000",2014
Lou Williams,"$5,225,000",2014
JJ Hickson,"$5,150,000",2014
Dirk Nowitzki,"$7,974,482",2015
Tayshaun Prince,"$7,707,865",2015
Arron Afflalo,"$7,500,000",2015
Wesley Matthews,"$7,245,640",2015
Avery Bradley,"$7,191,011",2015
Jose Calderon,"$7,097,191",2015
Manu Ginobili,"$7,000,000",2015
Marvin Williams,"$7,000,000",2015
Kevin Martin,"$6,792,500",2015
Wilson Chandler,"$6,757,913",2015
JR Smith,"$6,515,510",2015
Greivis Vasquez,"$6,400,000",2015
Jarrett Jack,"$6,300,000",2015
Landry Fields,"$6,250,000",2015
Jason Thompson,"$6,037,500",2015
Gerald Henderson,"$6,000,000",2015
Jason Terry,"$5,850,313",2015
P.J. Tucker,"$5,700,000",2015
Anthony Davis,"$5,607,240",2015
Andrew Wiggins,"$5,510,640",2015
Ersan Ilyasova,"$7,900,000",2015
Boris Diaw,"$7,500,000",2015
Goran Dragic,"$7,500,000",2015
Isaiah Thomas,"$7,238,606",2015
Pau Gasol,"$7,128,000",2015
Kyrie Irving,"$7,070,730",2015
Amir Johnson,"$7,000,000",2015
Brandon Bass,"$6,900,000",2015
JJ Redick,"$6,792,500",2015
Jason Richardson,"$6,601,125",2015
Carl Landry,"$6,500,000",2015
Derrick Williams,"$6,331,404",2015
Kyle Korver,"$6,253,521",2015
Robin Lopez,"$6,124,729",2015
Jodie Meeks,"$6,000,000",2015
Chuck Hayes,"$5,958,750",2015
Patrick Patterson,"$5,831,326",2015
Enes Freedom,"$5,694,674",2015
Anthony Bennett,"$5,563,920",2015
Greg Monroe,"$5,479,934",2015
John Wall,"$19,169,800",2018
George Hill,"$19,000,000",2018
Kawhi Leonard,"$18,868,626",2018
Joakim Noah,"$18,530,000",2018
Goran Dragic,"$18,109,175",2018
DeMarcus Cousins,"$18,063,850",2018
Klay Thompson,"$17,826,150",2018
Draymond Green,"$17,469,565",2018
Tim Hardaway Jr.,"$17,325,000",2018
Evan Turner,"$17,131,148",2018
Bismack Biyombo,"$17,000,000",2018
Jonas Valanciunas,"$16,539,326",2018
Tobias Harris,"$16,000,000",2018
Ian Mahinmi,"$15,944,154",2018
Tony Parker,"$15,453,126",2018
Eric Bledsoe,"$15,000,000",2018
JR Smith,"$14,720,000",2018
Robin Lopez,"$14,357,750",2018
Joe Ingles,"$14,136,364",2018
Marvin Williams,"$14,087,500",2018
Jeff Teague,"$19,000,000",2018
Kyrie Irving,"$18,868,626",2018
Enes Freedom,"$18,622,514",2018
Allen Crabbe,"$18,500,000",2018
Kent Bazemore,"$18,089,887",2018
Wesley Matthews,"$17,884,176",2018
Kentavious Caldwell-Pope,"$17,745,894",2018
Tristan Thompson,"$17,469,565",2018
Luol Deng,"$17,190,000",2018
Reggie Jackson,"$17,043,478",2018
Evan Fournier,"$17,000,000",2018
Pau Gasol,"$16,000,000",2018
Timofey Mozgov,"$16,000,000",2018
Dennis Schroder,"$15,500,000",2018
DeMarre Carroll,"$15,400,000",2018
Andre Iguodala,"$14,814,815",2018
James Johnson,"$14,651,700",2018
Ricky Rubio,"$14,275,000",2018
Gorgui Dieng,"$14,112,360",2018
Mason Plumlee,"$14,041,096",2018
Bobby Portis,"$15,000,000",2020
Clint Capela,"$14,896,552",2020
Danny Green,"$14,634,146",2020
Cody Zeller,"$14,471,910",2020
Mason Plumlee,"$14,041,096",2020
JJ Redick,"$13,486,300",2020
Dewayne Dedmon,"$13,333,333",2020
Justise Winslow,"$13,000,000",2020
Will Barton,"$12,776,786",2020
Solomon Hill,"$12,758,781",2020
Kelly Olynyk,"$12,667,885",2020
Miles Plumlee,"$12,500,000",2020
Nikola Mirotic,"$12,500,000",2020
Tyreke Evans,"$12,400,000",2020
Trevor Ariza,"$12,195,122",2020
Cory Joseph,"$12,000,000",2020
Zach Randolph,"$11,692,308",2020
Robert Covington,"$11,301,219",2020
Omer Asik,"$11,286,516",2020
T.J. Warren,"$10,810,000",2020
Marcus Morris Sr.,"$15,000,000",2020
Luke Babbitt,"$14,651,700",2020
Rudy Gay,"$14,500,000",2020
Eric Gordon,"$14,057,730",2020
Marcin Gortat,"$13,565,218",2020
Jordan Clarkson,"$13,437,500",2020
Jusuf Nurkic,"$13,125,000",2020
Thaddeus Young,"$12,900,000",2020
Courtney Lee,"$12,759,670",2020
Larry Nance Jr.,"$12,727,273",2020
Marcus Smart,"$12,553,571",2020
Terrence Ross,"$12,500,000",2020
Patty Mills,"$12,428,571",2020
Patrick Beverley,"$12,345,680",2020
Brook Lopez,"$12,093,023",2020
Joe Ingles,"$11,954,546",2020
Tony Snell,"$11,392,857",2020
Meyers Leonard,"$11,286,516",2020
Maurice Harkless,"$11,011,234",2020
Andre Roberson,"$10,740,740",2020
Marcus Morris Sr.,"$15,627,907",2022
Norman Powell,"$15,517,241",2022
Derrick White,"$15,178,571",2022
Marcus Smart,"$14,339,285",2022
Thaddeus Young,"$14,190,000",2022
Doug McDermott,"$13,750,000",2022
Derrick Rose,"$13,445,120",2022
Brook Lopez,"$13,302,325",2022
Joe Ingles,"$13,036,364",2022
Taurean Prince,"$13,000,000",2022
T.J. Warren,"$12,690,000",2022
Terrence Ross,"$12,500,000",2022
Dillon Brooks,"$12,200,000",2022
Kelly Oubre Jr.,"$12,000,000",2022
Josh Hart,"$12,000,000",2022
Marvin Bagley III,"$11,312,114",2022
Devonte' Graham,"$11,000,000",2022
Larry Nance Jr.,"$10,690,909",2022
Richaun Holmes,"$10,384,500",2022
Anthony Edwards,"$10,245,480",2022
Will Barton,"$15,625,000",2022
Dejounte Murray,"$15,428,880",2022
Malik Beasley,"$14,491,964",2022
Patrick Beverley,"$14,320,988",2022
Jonas Valanciunas,"$14,000,000",2022
Christian Wood,"$13,666,667",2022
Luke Kennard,"$13,347,727",2022
Kentavious Caldwell-Pope,"$13,038,862",2022
Kyle Kuzma,"$13,000,000",2022
Robert Covington,"$12,975,471",2022
Deandre Ayton,"$12,632,950",2022
Jordan Clarkson,"$12,420,000",2022
Kelly Olynyk,"$12,195,122",2022
Jusuf Nurkic,"$12,000,000",2022
Josh Richardson,"$11,615,328",2022
Dwight Powell,"$11,080,125",2022
Zion Williamson,"$10,733,400",2022
Jeremy Lamb,"$10,500,000",2022
Reggie Jackson,"$10,384,500",2022
Luka Doncic,"$10,174,391",2022
Omer Asik,"$9,213,483",2016
Iman Shumpert,"$8,988,765",2016
Kevin Garnett,"$8,500,000",2016
Brandon Jennings,"$8,344,497",2016
Corey Brewer,"$8,229,375",2016
Channing Frye,"$8,193,029",2016
Arron Afflalo,"$8,000,000",2016
Jeff Teague,"$8,000,000",2016
George Hill,"$8,000,000",2016
Avery Bradley,"$7,730,337",2016
Boris Diaw,"$7,500,000",2016
Jose Calderon,"$7,402,812",2016
Anthony Davis,"$7,070,730",2016
Rodney Stuckey,"$7,000,000",2016
Lou Williams,"$7,000,000",2016
Isaiah Thomas,"$6,912,869",2016
Greivis Vasquez,"$6,600,000",2016
Carl Landry,"$6,500,000",2016
Michael Kidd-Gilchrist,"$6,331,404",2016
Jodie Meeks,"$6,270,000",2016
Lance Stephenson,"$9,000,000",2016
Taj Gibson,"$8,500,000",2016
Ryan Anderson,"$8,500,000",2016
Dirk Nowitzki,"$8,333,334",2016
Trevor Ariza,"$8,193,030",2016
Al-Farouq Aminu,"$8,042,895",2016
Markieff Morris,"$8,000,000",2016
O.J. Mayo,"$8,000,000",2016
Ersan Ilyasova,"$7,900,000",2016
Kosta Koufos,"$7,700,000",2016
Pau Gasol,"$7,448,760",2016
JJ Redick,"$7,085,000",2016
Marvin Williams,"$7,000,000",2016
Cory Joseph,"$7,000,000",2016
Ed Davis,"$6,980,802",2016
Jae Crowder,"$6,796,117",2016
Aron Baynes,"$6,500,000",2016
Patrick Beverley,"$6,486,486",2016
Jarrett Jack,"$6,300,000",2016
Patrick Patterson,"$6,268,675",2016
Marcus Morris Sr.,"$14,888,721",2021
Rudy Gay,"$14,500,000",2021
Dejounte Murray,"$14,286,000",2021
Marcin Gortat,"$13,565,218",2021
Patty Mills,"$13,535,714",2021
Marcus Smart,"$13,446,428",2021
Patrick Beverley,"$13,333,333",2021
JJ Redick,"$13,013,700",2021
Jusuf Nurkic,"$12,888,889",2021
Courtney Lee,"$12,759,670",2021
Cory Joseph,"$12,600,000",2021
Miles Plumlee,"$12,500,000",2021
Nikola Mirotic,"$12,500,000",2021
Markelle Fultz,"$12,288,697",2021
Tony Snell,"$12,178,571",2021
Kentavious Caldwell-Pope,"$12,073,020",2021
Zach Randolph,"$11,692,308",2021
Spencer Dinwiddie,"$11,454,048",2021
Omer Asik,"$11,286,516",2021
Lonzo Ball,"$11,003,782",2021
Luke Babbitt,"$14,651,700",2021
Kelly Oubre Jr.,"$14,375,000",2021
Will Barton,"$13,723,214",2021
Thaddeus Young,"$13,545,000",2021
Terrence Ross,"$13,500,000",2021
Malik Beasley,"$13,425,895",2021
Christian Wood,"$13,015,873",2021
Justise Winslow,"$13,000,000",2021
Trevor Ariza,"$12,800,000",2021
Brook Lopez,"$12,697,674",2021
Kelly Olynyk,"$12,598,243",2021
T.J. Warren,"$12,500,000",2021
Tyreke Evans,"$12,400,000",2021
Taurean Prince,"$12,250,000",2021
Robert Covington,"$12,138,345",2021
Larry Nance Jr.,"$11,709,091",2021
Jordan Clarkson,"$11,500,000",2021
Dillon Brooks,"$11,400,000",2021
Dwight Powell,"$11,080,125",2021
Josh Richardson,"$10,865,952",2021
Martell Webster,"$5,150,000",2014
Derrick Williams,"$5,016,960",2014
Andre Miller,"$5,000,000",2014
Chase Budinger,"$5,000,000",2014
DeMarcus Cousins,"$4,916,974",2014
Victor Oladipo,"$4,763,760",2014
J.J. Barea,"$4,687,000",2014
Luis Scola,"$4,508,504",2014
Jonas Jerebko,"$4,500,000",2014
Ekpe Udoh,"$4,469,548",2014
Timofey Mozgov,"$4,400,000",2014
Bradley Beal,"$4,319,280",2014
Jared Dudley,"$4,250,000",2014
Tristan Thompson,"$4,062,000",2014
Ian Mahinmi,"$4,000,000",2014
Mario Chalmers,"$4,000,000",2014
Matt Bonner,"$3,945,000",2014
Dion Waiters,"$3,894,240",2014
Danny Green,"$3,762,500",2014
Al-Farouq Aminu,"$3,749,602",2014
Keith Bogans,"$5,058,198",2014
Ramon Sessions,"$5,000,000",2014
Corey Brewer,"$5,000,000",2014
Brandan Wright,"$5,000,000",2014
Michael Kidd-Gilchrist,"$4,809,840",2014
Boris Diaw,"$4,702,500",2014
Luc Mbah a Moute,"$4,588,384",2014
Enes Freedom,"$4,505,280",2014
Tony Allen,"$4,494,383",2014
Luke Ridnour,"$4,420,000",2014
Udonis Haslem,"$4,340,000",2014
Otto Porter Jr.,"$4,278,000",2014
Greg Monroe,"$4,086,454",2014
Kirk Hinrich,"$4,059,000",2014
Elton Brand,"$4,000,000",2014
Steve Blake,"$4,000,000",2014
Thabo Sefolosha,"$3,900,000",2014
Cody Zeller,"$3,857,040",2014
Steve Novak,"$3,750,000",2014
Samuel Dalembert,"$3,700,748",2014
Marvin Williams,"$12,250,000",2017
Nikola Pekovic,"$12,100,000",2017
Amir Johnson,"$12,000,000",2017
Marcin Gortat,"$12,000,000",2017
Nikola Vucevic,"$11,750,000",2017
Jrue Holiday,"$11,286,518",2017
Solomon Hill,"$11,241,218",2017
Andre Iguodala,"$11,131,368",2017
Austin Rivers,"$11,000,000",2017
Jon Leuer,"$10,991,957",2017
Mirza Teletovic,"$10,500,000",2017
Zach Randolph,"$10,361,445",2017
Tyreke Evans,"$10,203,755",2017
Danny Green,"$10,000,000",2017
Omer Asik,"$9,904,494",2017
Matthew Dellavedova,"$9,607,500",2017
Trevor Booker,"$9,250,000",2017
Gerald Henderson,"$9,000,000",2017
Taj Gibson,"$8,950,000",2017
Tiago Splitter,"$8,550,000",2017
Stephen Curry,"$12,112,359",2017
Kenneth Faried,"$12,078,652",2017
Kyle Lowry,"$12,000,000",2017
Kemba Walker,"$12,000,000",2017
Jeremy Lin,"$11,483,254",2017
Courtney Lee,"$11,242,000",2017
Wilson Chandler,"$11,233,146",2017
Derrick Favors,"$11,050,000",2017
Joe Johnson,"$11,000,000",2017
Monta Ellis,"$10,763,500",2017
Jared Dudley,"$10,470,000",2017
Al Jefferson,"$10,314,532",2017
Alec Burks,"$10,154,495",2017
Terrence Ross,"$10,000,000",2017
Iman Shumpert,"$9,662,922",2017
Jerryd Bayless,"$9,424,084",2017
Meyers Leonard,"$9,213,483",2017
Maurice Harkless,"$8,988,765",2017
Jeff Teague,"$8,800,000",2017
Ersan Ilyasova,"$8,400,000",2017
Cade Cunningham,"$10,050,120",2022
Tomas Satoransky,"$10,000,000",2022
Jae Crowder,"$9,720,900",2022
Serge Ibaka,"$9,720,900",2022
Derrick Favors,"$9,720,900",2022
Alec Burks,"$9,536,000",2022
Talen Horton-Tucker,"$9,500,000",2022
Jaren Jackson Jr.,"$9,180,560",2022
Jalen Green,"$8,992,200",2022
De'Anthony Melton,"$8,805,976",2022
Jakob Poeltl,"$8,750,000",2022
Thomas Bryant,"$8,666,667",2022
RJ Barrett,"$8,623,920",2022
Dario Saric,"$8,510,000",2022
Tyus Jones,"$8,376,286",2022
Daniel Theis,"$8,280,351",2022
Seth Curry,"$8,207,518",2022
Cedi Osman,"$8,133,334",2022
Nerlens Noel,"$8,000,000",2022
Mo Bamba,"$7,568,743",2022
Danny Green,"$10,000,000",2022
Kyle Anderson,"$9,937,150",2022
Montrezl Harrell,"$9,720,900",2022
Derrick Jones Jr.,"$9,720,900",2022
Ja Morant,"$9,603,360",2022
Reggie Bullock,"$9,536,000",2022
Mason Plumlee,"$9,248,333",2022
James Wiseman,"$9,166,800",2022
Maxi Kleber,"$8,975,000",2022
Royce O'Neale,"$8,800,000",2022
Kemba Walker,"$8,729,020",2022
Alex Caruso,"$8,650,651",2022
Delon Wright,"$8,526,316",2022
Monte Morris,"$8,449,074",2022
Trae Young,"$8,326,471",2022
LaMelo Ball,"$8,231,760",2022
JaMychal Green,"$8,200,000",2022
Evan Mobley,"$8,075,160",2022
De'Andre Hunter,"$7,775,400",2022
Ivica Zubac,"$7,518,518",2022
Taj Gibson,"$14,000,000",2018
Brandon Knight,"$13,618,750",2018
Michael Kidd-Gilchrist,"$13,000,000",2018
Eric Gordon,"$12,943,020",2018
Marcin Gortat,"$12,782,609",2018
Austin Rivers,"$12,650,000",2018
Jeremy Lin,"$12,516,746",2018
Jordan Clarkson,"$12,500,000",2018
Zach Randolph,"$12,307,692",2018
Solomon Hill,"$12,236,535",2018
Wilson Chandler,"$12,016,854",2018
Derrick Favors,"$12,000,000",2018
John Henson,"$11,327,466",2018
Monta Ellis,"$11,227,000",2018
Patty Mills,"$10,714,286",2018
Terrence Ross,"$10,500,000",2018
Bojan Bogdanovic,"$10,500,000",2018
Iman Shumpert,"$10,337,079",2018
Jon Leuer,"$10,002,681",2018
Darren Collison,"$10,000,000",2018
Thaddeus Young,"$13,964,045",2018
Cody Zeller,"$13,528,090",2018
Tyson Chandler,"$13,000,000",2018
Kenneth Faried,"$12,921,348",2018
Nikola Vucevic,"$12,750,000",2018
Kelly Olynyk,"$12,537,527",2018
Miles Plumlee,"$12,500,000",2018
Nikola Mirotic,"$12,500,000",2018
Courtney Lee,"$12,253,780",2018
Nikola Pekovic,"$12,100,000",2018
Kemba Walker,"$12,000,000",2018
Dion Waiters,"$11,550,000",2018
Omer Asik,"$11,286,516",2018
Alec Burks,"$10,845,506",2018
Tony Snell,"$10,607,143",2018
Mirza Teletovic,"$10,500,000",2018
Robert Covington,"$10,464,092",2018
Maurice Harkless,"$10,162,922",2018
Danny Green,"$10,000,000",2018
Jared Dudley,"$10,000,000",2018
Thaddeus Young,"$13,964,045",2019
Marcin Gortat,"$13,565,218",2019
Eric Gordon,"$13,500,375",2019
Michael Kidd-Gilchrist,"$13,000,000",2019
Mason Plumlee,"$12,917,808",2019
Nikola Vucevic,"$12,750,000",2019
Miles Plumlee,"$12,500,000",2019
Nikola Mirotic,"$12,500,000",2019
Courtney Lee,"$12,253,780",2019
JJ Redick,"$12,250,000",2019
Kentavious Caldwell-Pope,"$12,000,000",2019
Will Barton,"$11,830,358",2019
Zach Randolph,"$11,692,308",2019
Patty Mills,"$11,571,429",2019
Alec Burks,"$11,536,515",2019
Omer Asik,"$11,286,516",2019
Iman Shumpert,"$11,011,234",2019
Tony Snell,"$10,807,143",2019
Terrence Ross,"$10,500,000",2019
Robert Covington,"$10,464,092",2019
Clint Capela,"$13,793,104",2019
Cody Zeller,"$13,528,090",2019
Joe Ingles,"$13,045,455",2019
Khris Middleton,"$13,000,000",2019
Wilson Chandler,"$12,800,562",2019
Kelly Olynyk,"$12,537,527",2019
Jordan Clarkson,"$12,500,000",2019
Tyreke Evans,"$12,400,000",2019
Solomon Hill,"$12,252,928",2019
Avery Bradley,"$12,000,000",2019
Kemba Walker,"$12,000,000",2019
T.J. Warren,"$11,750,000",2019
Marcus Smart,"$11,660,716",2019
Dion Waiters,"$11,550,000",2019
John Henson,"$11,327,466",2019
Jusuf Nurkic,"$11,111,111",2019
Maurice Harkless,"$10,837,079",2019
Meyers Leonard,"$10,595,506",2019
Bojan Bogdanovic,"$10,500,000",2019
Rudy Gay,"$10,087,200",2019
Spencer Hawes,"$6,110,034",2016
Gerald Henderson,"$6,000,000",2016
Kyle Korver,"$5,746,479",2016
Bradley Beal,"$5,694,674",2016
Courtney Lee,"$5,675,000",2016
Nikola Mirotic,"$5,543,725",2016
Josh McRoberts,"$5,543,725",2016
Mirza Teletovic,"$5,500,000",2016
Deron Williams,"$5,378,974",2016
Nick Young,"$5,219,169",2016
Victor Oladipo,"$5,192,520",2016
Jabari Parker,"$5,152,440",2016
D'Angelo Russell,"$5,103,120",2016
Darren Collison,"$5,013,559",2016
JR Smith,"$5,000,000",2016
Jonas Jerebko,"$5,000,000",2016
Timofey Mozgov,"$4,950,000",2016
Otto Porter Jr.,"$4,662,960",2016
Joel Embiid,"$4,626,960",2016
Kyle Singler,"$4,500,000",2016
Marco Belinelli,"$6,060,606",2016
Andrew Wiggins,"$5,758,680",2016
Karl-Anthony Towns,"$5,703,600",2016
Jamal Crawford,"$5,675,000",2016
Martell Webster,"$5,613,500",2016
Shaun Livingston,"$5,543,725",2016
P.J. Tucker,"$5,500,000",2016
Brandan Wright,"$5,464,000",2016
Tim Duncan,"$5,250,000",2016
Zaza Pachulia,"$5,200,000",2016
Tony Allen,"$5,158,539",2016
Dion Waiters,"$5,138,430",2016
Chris Kaman,"$5,016,000",2016
C.J. Watson,"$5,000,000",2016
Marcus Morris Sr.,"$5,000,000",2016
Chris Andersen,"$5,000,000",2016
Trevor Booker,"$4,775,000",2016
Jonas Valanciunas,"$4,660,482",2016
Jahlil Okafor,"$4,582,680",2016
Mike Dunleavy,"$4,500,000",2016
Ricky Rubio,"$3,678,358",2014
Jonas Valanciunas,"$3,526,440",2014
Marreese Speights,"$3,500,000",2014
Gerald Green,"$3,500,000",2014
Gordon Hayward,"$3,452,183",2014
Paul George,"$3,282,003",2014
Carlos Delfino,"$3,250,000",2014
Alonzo Gee,"$3,250,000",2014
Darrell Arthur,"$3,231,683",2014
Ray Allen,"$3,229,050",2014
Tyler Hansbrough,"$3,183,000",2014
Andrei Kirilenko,"$3,183,000",2014
Vince Carter,"$3,180,000",2014
Ed Davis,"$3,153,860",2014
Jerryd Bayless,"$3,135,000",2014
Lavoy Allen,"$3,060,000",2014
Bismack Biyombo,"$3,049,920",2014
Travis Outlaw,"$3,000,000",2014
Dorell Wright,"$3,000,000",2014
Harrison Barnes,"$2,923,920",2014
Raymond Felton,"$3,637,073",2014
Thomas Robinson,"$3,526,440",2014
Jordan Hill,"$3,500,000",2014
Alex Len,"$3,492,720",2014
Jan Vesely,"$3,340,920",2014
Shane Battier,"$3,270,000",2014
Matt Barnes,"$3,250,000",2014
Gary Neal,"$3,250,000",2014
Mirza Teletovic,"$3,229,050",2014
Damian Lillard,"$3,202,920",2014
Chris Kaman,"$3,183,000",2014
Mike Dunleavy,"$3,183,000",2014
Nerlens Noel,"$3,172,320",2014
Alexey Shved,"$3,150,000",2014
Patrick Patterson,"$3,105,302",2014
Larry Sanders,"$3,053,368",2014
Kosta Koufos,"$3,000,000",2014
Randy Foye,"$3,000,000",2014
Chris Copeland,"$3,000,000",2014
Joel Freeland,"$2,897,976",2014
Norman Powell,"$10,865,952",2021
Jeremy Lamb,"$10,500,000",2021
Zion Williamson,"$10,245,480",2021
Tomas Satoransky,"$10,000,000",2021
Jayson Tatum,"$9,897,120",2021
Al-Farouq Aminu,"$9,720,900",2021
George Hill,"$9,590,602",2021
Deandre Ayton,"$9,562,920",2021
Meyers Leonard,"$9,400,000",2021
Montrezl Harrell,"$9,258,000",2021
Derrick Jones Jr.,"$9,258,000",2021
Derrick Favors,"$9,258,000",2021
Ja Morant,"$9,166,800",2021
Marvin Bagley III,"$8,963,640",2021
Tyus Jones,"$8,817,143",2021
Royce O'Neale,"$8,500,000",2021
CJ Miles,"$8,333,333",2021
RJ Barrett,"$8,231,760",2021
De'Aaron Fox,"$8,099,627",2021
Mason Plumlee,"$8,000,000",2021
Joe Ingles,"$10,863,637",2021
DeAndre Jordan,"$10,375,678",2021
Rodney Hood,"$10,047,450",2021
Darren Collison,"$10,000,000",2021
Anthony Edwards,"$9,757,440",2021
Dante Exum,"$9,600,000",2021
De'Anthony Melton,"$9,571,712",2021
Kyle Anderson,"$9,505,100",2021
Jae Crowder,"$9,258,000",2021
Serge Ibaka,"$9,258,000",2021
Tristan Thompson,"$9,258,000",2021
Dario Saric,"$9,250,000",2021
Delon Wright,"$9,000,000",2021
Cedi Osman,"$8,840,580",2021
James Wiseman,"$8,730,240",2021
Thomas Bryant,"$8,333,333",2021
Maxi Kleber,"$8,325,000",2021
Jakob Poeltl,"$8,101,852",2021
Luka Doncic,"$8,049,360",2021
Lou Williams,"$8,000,000",2021
Jamal Crawford,"$5,450,000",2015
Lou Williams,"$5,450,000",2015
Martell Webster,"$5,381,750",2015
Nikola Mirotic,"$5,305,000",2015
Paul Pierce,"$5,305,000",2015
Josh McRoberts,"$5,305,000",2015
Zaza Pachulia,"$5,200,000",2015
Michael Kidd-Gilchrist,"$5,016,960",2015
Trevor Booker,"$5,000,000",2015
Nick Young,"$4,994,420",2015
Jabari Parker,"$4,930,560",2015
Tony Allen,"$4,831,461",2015
Darren Collison,"$4,797,664",2015
Corey Brewer,"$4,702,500",2015
Andre Miller,"$4,650,000",2015
Bradley Beal,"$4,505,280",2015
Jonas Jerebko,"$4,500,000",2015
Otto Porter Jr.,"$4,470,480",2015
Luc Mbah a Moute,"$4,382,576",2015
Jared Dudley,"$4,250,000",2015
Courtney Lee,"$5,450,000",2015
JJ Hickson,"$5,381,750",2015
Chris Andersen,"$5,375,000",2015
Spencer Hawes,"$5,305,000",2015
Shaun Livingston,"$5,305,000",2015
Keith Bogans,"$5,285,817",2015
Tristan Thompson,"$5,138,430",2015
Chase Budinger,"$5,000,000",2015
Brandan Wright,"$5,000,000",2015
Victor Oladipo,"$4,978,200",2015
Luis Scola,"$4,868,499",2015
Chris Kaman,"$4,800,000",2015
Kostas Papanikolaou,"$4,797,664",2015
Ricky Rubio,"$4,660,479",2015
Timofey Mozgov,"$4,650,000",2015
Caron Butler,"$4,500,000",2015
Ben Gordon,"$4,500,000",2015
Joel Embiid,"$4,427,640",2015
Kris Humphries,"$4,250,000",2015
CJ Miles,"$4,205,000",2015
T.J. McConnell,"$7,500,000",2022
Aron Baynes,"$7,350,000",2022
Darius Garland,"$7,040,880",2022
Zach Collins,"$7,000,000",2022
Wendell Carter Jr.,"$6,920,027",2022
Isaac Okoro,"$6,720,720",2022
Cameron Payne,"$6,500,000",2022
Jarrett Culver,"$6,395,160",2022
Onyeka Okongwu,"$6,104,280",2022
Josh Giddey,"$5,988,000",2022
Patty Mills,"$5,890,000",2022
Kevin Knox II,"$5,845,979",2022
Killian Hayes,"$5,572,680",2022
Shai Gilgeous-Alexander,"$5,495,532",2022
Miles Bridges,"$5,421,493",2022
Pat Connaughton,"$5,333,334",2022
Hamidou Diallo,"$5,200,000",2022
Troy Brown Jr.,"$5,170,564",2022
Franz Wagner,"$5,007,840",2022
Kris Dunn,"$5,005,350",2022
Patrick Williams,"$7,422,000",2022
Scottie Barnes,"$7,280,520",2022
Chris Boucher,"$7,020,000",2022
P.J. Tucker,"$7,000,000",2022
Juancho Hernangomez,"$6,907,815",2022
Jalen Suggs,"$6,593,040",2022
Collin Sexton,"$6,439,671",2022
Khem Birch,"$6,350,000",2022
Justin Holiday,"$6,006,420",2022
Rudy Gay,"$5,890,000",2022
Dennis Schroder,"$5,890,000",2022
Coby White,"$5,837,760",2022
Mikal Bridges,"$5,557,725",2022
Jonathan Kuminga,"$5,466,360",2022
Jaxson Hayes,"$5,348,280",2022
Michael Porter Jr.,"$5,258,735",2022
Kevon Looney,"$5,178,572",2022
Obi Toppin,"$5,105,160",2022
Josh Jackson,"$5,005,350",2022
Kendrick Nunn,"$5,000,000",2022
Al Jefferson,"$10,000,000",2018
Matthew Dellavedova,"$9,607,500",2018
Josh Richardson,"$9,367,200",2018
Andre Roberson,"$9,259,260",2018
Gerald Henderson,"$9,000,000",2018
Markieff Morris,"$8,600,000",2018
JaMychal Green,"$8,533,333",2018
E'Twaun Moore,"$8,445,024",2018
Kosta Koufos,"$8,393,000",2018
Kevin Garnett,"$8,000,000",2018
Garrett Temple,"$8,000,000",2018
Cory Joseph,"$7,945,000",2018
Shaun Livingston,"$7,692,308",2018
Corey Brewer,"$7,579,366",2018
Kyle Korver,"$7,560,000",2018
Jeremy Lamb,"$7,488,372",2018
Trevor Ariza,"$7,420,912",2018
Festus Ezeli,"$7,400,000",2018
Cole Aldrich,"$7,300,000",2018
Dewayne Dedmon,"$7,200,000",2018
Meyers Leonard,"$9,904,495",2018
Bogdan Bogdanovic,"$9,412,280",2018
Norman Powell,"$9,367,200",2018
Dwight Powell,"$9,003,125",2018
Avery Bradley,"$8,808,989",2018
Jerryd Bayless,"$8,575,916",2018
Cristiano Felicio,"$8,470,980",2018
Rudy Gay,"$8,406,000",2018
Markelle Fultz,"$8,339,880",2018
Yi Jianlian,"$8,000,000",2018
Vince Carter,"$8,000,000",2018
CJ Miles,"$7,936,509",2018
P.J. Tucker,"$7,590,035",2018
Andrew Wiggins,"$7,574,323",2018
Boris Diaw,"$7,500,000",2018
Darrell Arthur,"$7,464,912",2018
Channing Frye,"$7,420,912",2018
Al-Farouq Aminu,"$7,319,035",2018
D.J. Augustin,"$7,250,000",2018
Lance Thomas,"$7,119,650",2018
Spencer Dinwiddie,"$10,605,600",2020
Dwight Powell,"$10,259,375",2020
Norman Powell,"$10,116,576",2020
Darren Collison,"$10,000,000",2020
Zion Williamson,"$9,757,440",2020
John Henson,"$9,732,396",2020
Dante Exum,"$9,600,000",2020
Delon Wright,"$9,473,684",2020
Jerami Grant,"$9,346,153",2020
Al-Farouq Aminu,"$9,258,000",2020
Kyle Anderson,"$9,073,050",2020
Ja Morant,"$8,730,240",2020
E'Twaun Moore,"$8,664,928",2020
Bogdan Bogdanovic,"$8,529,386",2020
CJ Miles,"$8,333,333",2020
Ben Simmons,"$8,113,930",2020
Elfrid Payton,"$8,000,000",2020
Wayne Ellington,"$8,000,000",2020
Lou Williams,"$8,000,000",2020
Jayson Tatum,"$7,830,000",2020
Jeremy Lamb,"$10,500,000",2020
Josh Richardson,"$10,116,576",2020
Tomas Satoransky,"$10,000,000",2020
DeAndre Jordan,"$9,881,598",2020
Markelle Fultz,"$9,745,200",2020
Matthew Dellavedova,"$9,607,500",2020
Deandre Ayton,"$9,562,920",2020
Fred VanVleet,"$9,346,153",2020
